Tag,Chromophore,Solvent,Absorption max (nm),Emission max (nm)
11996,COc1c2ccccc2c(-c2ccccc2)c2ccccc12,OCC(O)CO,378.0,426.0
11997,COc1c2ccccc2c(-c2ccccc2)c2ccccc12,CCO,378.0,426.0
12005,O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,ClC(Cl)Cl,364.0,467.0
12006,COc1ccc(-c2oc(-c3ccc(OC)cc3)c3c2C=C(C=O)CC(C=O)=C3)cc1,ClC(Cl)Cl,385.0,502.0
12007,O=CC1=Cc2c(-c3ccc(-c4ccccc4)cc3)oc(-c3ccc(-c4ccccc4)cc3)c2C=C(C=O)C1,ClC(Cl)Cl,382.0,483.0
12008,CCOC(=O)/C=C/C1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(/C=C/C(=O)OCC)C1,ClC(Cl)Cl,384.0,488.0
12009,Cc1ccc(S(=O)(=O)/N=C/C2=Cc3c(-c4ccccc4)oc(-c4ccccc4)c3C=C(/C=N/S(=O)(=O)c3ccc(C)cc3)C2)cc1,ClC(Cl)Cl,408.0,511.0
12010,N#CC(C#N)=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=C(C#N)C#N)C1,ClC(Cl)Cl,467.0,570.0
12011,O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,Cc1ccccc1,359.0,448.0
12012,O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,C1COCCO1,356.0,451.0
12013,O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,ClCCCl,366.0,460.0
12014,O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,ClCCl,364.0,465.0
12015,O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,CN(C)C=O,364.0,468.0
12016,O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,CS(C)=O,364.0,478.0
12017,O=CC1=Cc2c(-c3ccccc3)oc(-c3ccccc3)c2C=C(C=O)C1,CCO,360.0,509.0
12018,OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,C1CCCCC1,332.8,384.0
12019,OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CCOCC,330.0,398.0
12020,OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,C1CCOC1,331.0,410.0
12023,OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CCO,329.6,422.4
12024,OB(O)c1ccc(-c2ccc(N(c3ccccc3)c3ccccc3)cc2)cc1,CO,326.0,432.0
12035,CCC1(CC)c2cc(-c3ccc(-c4ccc5c(c4)C(CC)(CC)c4cc(C(C)(C)C)ccc4-5)cc3)ccc2-c2ccc(C(C)(C)C)cc21,CO,332.4152542,383.8983051
12055,CCC1(CC)c2cc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)ccc2-c2ccc(-c3ccc4c(c3)C(CC)(CC)c3cc(C(C)(C)C)ccc3-4)cc21,CO,349.5762712,385.5932203
12085,COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,Cc1ccccc1,512.0,524.0
12086,COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,ClC(Cl)Cl,511.0,523.0
12087,COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,C1CCCCC1,510.0,521.0
12088,COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,C1CCOC1,508.0,521.0
12089,COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CCOC(C)=O,507.0,518.0
12090,COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CO,506.0,518.0
12091,COc1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CC#N,505.0,517.0
12092,CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,Cc1ccccc1,513.0,528.0
12093,CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,ClC(Cl)Cl,513.0,526.0
12094,CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCCCC1,512.0,524.0
12095,CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCOC1,510.0,525.0
12096,CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,CCOC(C)=O,508.0,522.0
12097,CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,CO,508.0,521.0
12098,CC1=[N+]2C(=C(c3ccccc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC#N,507.0,521.0
12099,COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,Cc1ccccc1,517.0,538.0
12100,COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,ClC(Cl)Cl,517.0,538.0
12101,COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,C1CCCCC1,515.0,533.0
12102,COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,C1CCOC1,514.0,536.0
12103,COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CCOC(C)=O,512.0,533.0
12104,COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CO,511.0,533.0
12105,COC(=O)c1ccc(C2=C3C=CC(C)=[N+]3[B-](F)(F)n3c(C)ccc32)cc1,CC#N,511.0,531.0
12106,CC1=[N+]2C(=C(c3ccc(C#N)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,Cc1ccccc1,519.0,543.0
12107,CC1=[N+]2C(=C(c3ccc(C#N)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,ClC(Cl)Cl,519.0,543.0
12108,CC1=[N+]2C(=C(c3ccc(C#N)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCCCC1,517.0,539.0
12109,CC1=[N+]2C(=C(c3ccc(C#N)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCOC1,516.0,540.0
12110,CC1=[N+]2C(=C(c3ccc(C#N)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CCOC(C)=O,513.0,537.0
12111,CC1=[N+]2C(=C(c3ccc(C#N)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CO,513.0,538.0
12112,CC1=[N+]2C(=C(c3ccc(C#N)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,CC#N,512.0,537.0
12113,CC1=[N+]2C(=C(c3ccc(N(C)C)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,Cc1ccccc1,509.0,580.0
12114,CC1=[N+]2C(=C(c3ccc(N(C)C)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,ClC(Cl)Cl,509.0,615.0
12115,CC1=[N+]2C(=C(c3ccc(N(C)C)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCCCC1,508.0,518.0
12120,CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,Cc1ccccc1,511.0,593.0
12121,CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,ClC(Cl)Cl,511.0,527.0
12122,CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCCCC1,509.0,519.0
12123,CC1=[N+]2C(=C(c3ccc(N4CCCCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCOC1,507.0,527.0
12127,CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,Cc1ccccc1,511.0,524.0
12128,CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,ClC(Cl)Cl,511.0,531.0
12129,CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCCCC1,509.0,520.0
12130,CC1=[N+]2C(=C(c3ccc(N4CCOCC4)cc3)c3ccc(C)n3[B-]2(F)F)C=C1,C1CCOC1,507.0,695.0
12134,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1-c1cc2ccccc2s1,O,318.0,458.0
12135,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1-c1cc2ccccc2s1,CO,321.0,446.0
12136,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1-c1cc2ccccc2s1,CC#N,321.0,443.0
12137,O=c1[nH]c(=O)n([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)cc1-c1cc2ccccc2s1,C1COCCO1,322.0,435.0
12138,Fc1c(F)c(F)c2c(c1F)C1=Nc3c4c(F)c(F)c(F)c(F)c4c4n3[B-]3(Cl)n5c(c6c(F)c(F)c(F)c(F)c6c5=N4)=NC2=[N+]13,CCC#N,564.0,581.0
12139,Fc1c(F)c(F)c2c(c1F)C1=Nc3c4c(F)c(F)c(F)c(F)c4c4n3[B-]3(Cl)n5c(c6c(F)c(F)c(F)c(F)c6c5=N4)=NC2=[N+]13,CCOCC,568.0,585.0
12140,Fc1c(F)c(F)c2c(c1F)C1=Nc3c4c(F)c(F)c(F)c(F)c4c4n3[B-]3(Cl)n5c(c6c(F)c(F)c(F)c(F)c6c5=N4)=NC2=[N+]13,CO,568.0,586.0
12141,Fc1c(F)c(F)c2c(c1F)C1=Nc3c4c(F)c(F)c(F)c(F)c4c4n3[B-]3(Cl)n5c(c6c(F)c(F)c(F)c(F)c6c5=N4)=NC2=[N+]13,CC(C)=O,570.0,589.0
12142,Fc1c(F)c(F)c2c(c1F)C1=Nc3c4c(F)c(F)c(F)c(F)c4c4n3[B-]3(Cl)n5c(c6c(F)c(F)c(F)c(F)c6c5=N4)=NC2=[N+]13,CC#N,570.0,586.0
12143,Fc1c(F)c(F)c2c(c1F)C1=Nc3c4c(F)c(F)c(F)c(F)c4c4n3[B-]3(Cl)n5c(c6c(F)c(F)c(F)c(F)c6c5=N4)=NC2=[N+]13,CCOC(C)=O,570.0,588.0
12144,Fc1c(F)c(F)c2c(c1F)C1=Nc3c4c(F)c(F)c(F)c(F)c4c4n3[B-]3(Cl)n5c(c6c(F)c(F)c(F)c(F)c6c5=N4)=NC2=[N+]13,CCO,570.0,585.0
12145,Fc1c(F)c(F)c2c(c1F)C1=Nc3c4c(F)c(F)c(F)c(F)c4c4n3[B-]3(Cl)n5c(c6c(F)c(F)c(F)c(F)c6c5=N4)=NC2=[N+]13,C1CCOC1,572.0,591.0
12146,Fc1c(F)c(F)c2c(c1F)C1=Nc3c4c(F)c(F)c(F)c(F)c4c4n3[B-]3(Cl)n5c(c6c(F)c(F)c(F)c(F)c6c5=N4)=NC2=[N+]13,CC(=O)OC(C)=O,572.0,588.0
12147,Fc1c(F)c(F)c2c(c1F)C1=Nc3c4c(F)c(F)c(F)c(F)c4c4n3[B-]3(Cl)n5c(c6c(F)c(F)c(F)c(F)c6c5=N4)=NC2=[N+]13,C[N+](=O)[O-],572.0,588.0
12148,Fc1c(F)c(F)c2c(c1F)C1=Nc3c4c(F)c(F)c(F)c(F)c4c4n3[B-]3(Cl)n5c(c6c(F)c(F)c(F)c(F)c6c5=N4)=NC2=[N+]13,C1COCCO1,572.0,590.0
12149,Fc1c(F)c(F)c2c(c1F)C1=Nc3c4c(F)c(F)c(F)c(F)c4c4n3[B-]3(Cl)n5c(c6c(F)c(F)c(F)c(F)c6c5=N4)=NC2=[N+]13,c1ccccc1,574.0,595.0
12150,Fc1c(F)c(F)c2c(c1F)C1=Nc3c4c(F)c(F)c(F)c(F)c4c4n3[B-]3(Cl)n5c(c6c(F)c(F)c(F)c(F)c6c5=N4)=NC2=[N+]13,CN(C)C=O,574.0,582.0
12151,Fc1c(F)c(F)c2c(c1F)C1=Nc3c4c(F)c(F)c(F)c(F)c4c4n3[B-]3(Cl)n5c(c6c(F)c(F)c(F)c(F)c6c5=N4)=NC2=[N+]13,CC(=O)N(C)C,574.0,582.0
12152,Fc1c(F)c(F)c2c(c1F)C1=Nc3c4c(F)c(F)c(F)c(F)c4c4n3[B-]3(Cl)n5c(c6c(F)c(F)c(F)c(F)c6c5=N4)=NC2=[N+]13,CS(C)=O,574.0,590.0
12153,Fc1c(F)c(F)c2c(c1F)C1=Nc3c4c(F)c(F)c(F)c(F)c4c4n3[B-]3(Cl)n5c(c6c(F)c(F)c(F)c(F)c6c5=N4)=NC2=[N+]13,c1ccncc1,576.0,588.0
12154,Fc1c(F)c(F)c2c(c1F)C1=Nc3c4c(F)c(F)c(F)c(F)c4c4n3[B-]3(Cl)n5c(c6c(F)c(F)c(F)c(F)c6c5=N4)=NC2=[N+]13,O=[N+]([O-])c1ccccc1,578.0,597.0
12155,CN(C)c1ccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)cc1,ClC(Cl)Cl,483.0,521.0
12157,Cc1ccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)cc1,ClC(Cl)Cl,437.0,450.0
12158,Cc1cccc(C2=Cc3c4ccccc4c4ccccc4[n+]3[B-](F)(F)O2)c1,ClC(Cl)Cl,434.0,447.0
12159,F[B-]1(F)OC(c2ccccc2)=Cc2c3ccccc3c3ccccc3[n+]21,ClC(Cl)Cl,432.0,447.0
12160,F[B-]1(F)OC(c2ccc(Br)cc2)=Cc2c3ccccc3c3ccccc3[n+]21,ClC(Cl)Cl,435.0,449.0
12161,F[B-]1(F)OC(c2cccc(Br)c2)=Cc2c3ccccc3c3ccccc3[n+]21,ClC(Cl)Cl,432.0,446.0
12162,F[B-]1(F)OC(c2ccc(C(F)(F)F)cc2)=Cc2c3ccccc3c3ccccc3[n+]21,ClC(Cl)Cl,430.0,446.0
12164,Nc1cccc2c1C(=O)c1ccccc1-2,C1CCCCC1,407.0,471.0
12165,Nc1cccc2c1C(=O)c1ccccc1-2,c1ccccc1,416.0,482.0
12166,Nc1cccc2c1C(=O)c1ccccc1-2,CC#N,420.0,501.0
12167,Nc1cccc2c1C(=O)c1ccccc1-2,CCO,431.0,521.0
12168,Nc1ccc2c(c1)C(=O)c1ccccc1-2,C1CCCCC1,455.0,569.0
12169,Nc1ccc2c(c1)C(=O)c1ccccc1-2,c1ccccc1,469.0,622.0
12172,Nc1ccc2c(c1)-c1ccccc1C2=O,C1CCCCC1,386.0,476.0
12173,Nc1ccc2c(c1)-c1ccccc1C2=O,c1ccccc1,395.0,504.0
12174,Nc1ccc2c(c1)-c1ccccc1C2=O,CC#N,409.0,544.0
12175,Nc1ccc2c(c1)-c1ccccc1C2=O,CCO,429.0,592.0
12176,Nc1cccc2c1-c1ccccc1C2=O,C1CCCCC1,427.0,513.0
12177,Nc1cccc2c1-c1ccccc1C2=O,c1ccccc1,440.0,544.0
12178,Nc1cccc2c1-c1ccccc1C2=O,CC#N,451.0,604.0
12179,Nc1cccc2c1-c1ccccc1C2=O,CCO,458.0,667.0
12180,CNc1cccc2c1C(=O)c1ccccc1-2,C1CCCCC1,432.0,497.0
12181,CNc1cccc2c1C(=O)c1ccccc1-2,c1ccccc1,445.0,519.0
12182,CNc1cccc2c1C(=O)c1ccccc1-2,CC#N,445.0,533.0
12183,CNc1cccc2c1C(=O)c1ccccc1-2,CCO,448.0,542.0
12184,CNc1ccc2c(c1)C(=O)c1ccccc1-2,C1CCCCC1,474.0,587.0
12185,CNc1ccc2c(c1)C(=O)c1ccccc1-2,c1ccccc1,491.0,635.0
12188,CNc1ccc2c(c1)-c1ccccc1C2=O,C1CCCCC1,389.0,489.0
12189,CNc1ccc2c(c1)-c1ccccc1C2=O,c1ccccc1,409.0,509.0
12190,CNc1ccc2c(c1)-c1ccccc1C2=O,CC#N,424.0,548.0
12191,CNc1ccc2c(c1)-c1ccccc1C2=O,CCO,436.0,583.0
12192,CNc1cccc2c1-c1ccccc1C2=O,C1CCCCC1,449.0,536.0
12193,CNc1cccc2c1-c1ccccc1C2=O,c1ccccc1,461.0,570.0
12194,CNc1cccc2c1-c1ccccc1C2=O,CC#N,471.0,638.0
12195,CNc1cccc2c1-c1ccccc1C2=O,CCO,477.0,686.0
12196,CN(C)c1cccc2c1C(=O)c1ccccc1-2,C1CCCCC1,433.0,498.0
12197,CN(C)c1cccc2c1C(=O)c1ccccc1-2,c1ccccc1,445.0,520.0
12198,CN(C)c1cccc2c1C(=O)c1ccccc1-2,CC#N,444.0,534.0
12199,CN(C)c1cccc2c1C(=O)c1ccccc1-2,CCO,449.0,541.0
12200,CN(C)c1ccc2c(c1)C(=O)c1ccccc1-2,C1CCCCC1,484.0,600.0
12201,CN(C)c1ccc2c(c1)C(=O)c1ccccc1-2,c1ccccc1,507.0,644.0
12204,CN(C)c1ccc2c(c1)-c1ccccc1C2=O,C1CCCCC1,400.0,491.0
12205,CN(C)c1ccc2c(c1)-c1ccccc1C2=O,c1ccccc1,420.0,526.0
12206,CN(C)c1ccc2c(c1)-c1ccccc1C2=O,CC#N,431.0,557.0
12207,CN(C)c1ccc2c(c1)-c1ccccc1C2=O,CCO,437.0,592.0
12208,CN(C)c1cccc2c1-c1ccccc1C2=O,C1CCCCC1,412.0,532.0
12209,CN(C)c1cccc2c1-c1ccccc1C2=O,c1ccccc1,433.0,575.0
12210,CN(C)c1cccc2c1-c1ccccc1C2=O,CC#N,439.0,646.0
12211,CN(C)c1cccc2c1-c1ccccc1C2=O,CCO,438.0,700.0
12212,CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCCCC,360.0,417.0
12213,CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCC(C)C,360.0,415.0
12214,CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCC(C)CC,361.0,415.0
12215,CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,C1CCCCC1,364.0,417.0
12216,CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC1CCCCC1,364.0,417.0
12217,CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,C1CCC2CCCCC2C1,365.0,420.0
12218,CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCOC(C)=O,382.0,478.0
12219,CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCCCCO,392.0,490.0
12220,CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCCCO,391.0,493.0
12221,CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC(C)O,392.0,490.0
12222,CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC(C)=O,388.0,485.0
12223,CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CCO,394.0,500.0
12224,CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CC#N,385.0,485.0
12225,CCNc1ccc2c(C(F)(F)F)cc(=O)oc2c1,CO,392.0,500.0
12226,C(#Cc1nc(C#Cc2ccccc2)c(C#Cc2ccccc2)c(C#Cc2ccccc2)c1C#Cc1ccccc1)c1ccccc1,ClCCl,421.0,438.0
12227,COc1ccc(C#Cc2nc(C#Cc3ccc(OC)cc3)c(C#Cc3ccc(OC)cc3)c(C#Cc3ccc(OC)cc3)c2C#Cc2ccc(OC)cc2)cc1,ClCCl,421.0,459.0
12228,CC(C)(C)c1ccc(C#Cc2nc(C#Cc3ccc(C(C)(C)C)cc3)c(C#Cc3ccc(C(C)(C)C)cc3)c(C#Cc3ccc(C(C)(C)C)cc3)c2C#Cc2ccc(C(C)(C)C)cc2)cc1,ClCCl,421.0,444.0
12229,Fc1ccc(C#Cc2nc(C#Cc3ccc(F)cc3)c(C#Cc3ccc(F)cc3)c(C#Cc3ccc(F)cc3)c2C#Cc2ccc(F)cc2)cc1,ClCCl,407.0,436.0
12230,C(#Cc1nc(C#Cc2cccs2)c(C#Cc2cccs2)c(C#Cc2cccs2)c1C#Cc1cccs1)c1cccs1,ClCCl,411.0,441.0
12232,COc1ccc(C#Cc2c(C#Cc3ccc(OC)cc3)c(C#Cc3ccc(OC)cc3)c(C#Cc3ccc(OC)cc3)c(C#Cc3ccc(OC)cc3)c2C#Cc2ccc(OC)cc2)cc1,ClCCl,386.0,466.0
12233,CC(C)(C)c1ccc(C#Cc2c(C#Cc3ccc(C(C)(C)C)cc3)c(C#Cc3ccc(C(C)(C)C)cc3)c(C#Cc3ccc(C(C)(C)C)cc3)c(C#Cc3ccc(C(C)(C)C)cc3)c2C#Cc2ccc(C(C)(C)C)cc2)cc1,ClCCl,379.0,459.0
12234,Fc1ccc(C#Cc2c(C#Cc3ccc(F)cc3)c(C#Cc3ccc(F)cc3)c(C#Cc3ccc(F)cc3)c(C#Cc3ccc(F)cc3)c2C#Cc2ccc(F)cc2)cc1,ClCCl,368.0,450.0
12235,C(#Cc1c(C#Cc2cccs2)c(C#Cc2cccs2)c(C#Cc2cccs2)c(C#Cc2cccs2)c1C#Cc1cccs1)c1cccs1,ClCCl,371.0,453.0
12236,C(#Cc1cc(C#Cc2ccccc2)c(C#Cc2ccccc2)c(C#Cc2ccccc2)c1C#Cc1ccccc1)c1ccccc1,ClCCl,364.0,424.0
12237,COc1ccc(C#Cc2cc(C#Cc3ccc(OC)cc3)c(C#Cc3ccc(OC)cc3)c(C#Cc3ccc(OC)cc3)c2C#Cc2ccc(OC)cc2)cc1,ClCCl,380.0,437.0
12238,CC(C)(C)c1ccc(C#Cc2cc(C#Cc3ccc(C(C)(C)C)cc3)c(C#Cc3ccc(C(C)(C)C)cc3)c(C#Cc3ccc(C(C)(C)C)cc3)c2C#Cc2ccc(C(C)(C)C)cc2)cc1,ClCCl,373.0,429.0
12239,Fc1ccc(C#Cc2cc(C#Cc3ccc(F)cc3)c(C#Cc3ccc(F)cc3)c(C#Cc3ccc(F)cc3)c2C#Cc2ccc(F)cc2)cc1,ClCCl,371.0,421.0
12240,C(#Cc1cc(C#Cc2cccs2)c(C#Cc2cccs2)c(C#Cc2cccs2)c1C#Cc1cccs1)c1cccs1,ClCCl,372.0,425.0
12241,C1=C(c2ccccc2)C(c2ccccc2)C(c2ccccc2)=C1,C1CCOC1,304.0,385.0
12242,C1=C(c2ccccc2)C(c2ccccc2)=CC1c1ccccc1,C1CCOC1,290.0,345.0
12243,C1=C(c2ccccc2)C(c2ccccc2)C(c2ccccc2)=C1,C1=C(c2ccccc2)C(c2ccccc2)C(c2ccccc2)=C1,330.0,385.0
12244,C1=C(c2ccccc2)C(c2ccccc2)=CC1c1ccccc1,C1=C(c2ccccc2)C(c2ccccc2)=CC1c1ccccc1,302.0,382.0
12250,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,CO,294.0,434.0
12251,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,CC#N,291.5,420.0
12252,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,CCO,294.0,429.0
12253,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,CC(C)O,294.5,424.0
12254,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,CN(C)C=O,293.5,425.0
12255,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,CCCCO,295.0,427.0
12256,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,CS(C)=O,295.0,428.0
12257,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,CC(C)(C)O,294.5,420.0
12258,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,C1CCOC1,293.3,413.0
12259,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,CCOC(C)=O,291.5,410.0
12260,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,CCC(C)(C)O,294.5,419.0
12261,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,CCOCC,291.5,405.0
12262,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,C1COCCO1,292.5,410.0
12263,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,Cc1ccccc1,293.0,403.0
12264,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,C1CCCCC1,290.0,392.0
12265,Cc1c2ccncc2c(C)c2c1[nH]c1ccccc12,CCCCCC,289.5,390.0
12266,O=P1(c2ccccc2)C2=C(c3ccccc31)C(c1ccccc1)(c1ccccc1)c1cc(N(c3ccccc3)c3ccccc3)ccc12,Cc1ccccc1,431.0,522.0
12267,O=P1(c2ccccc2)C2=C(c3ccccc31)C(c1ccccc1)(c1ccccc1)c1cc(N(c3ccccc3)c3ccccc3)ccc12,CC#N,427.0,594.0
12268,O=P1(c2ccccc2)C2=C(c3ccccc31)C(c1ccccc1)(c1ccccc1)c1cc(N(c3ccccc3)c3ccccc3)ccc12,CO,438.0,608.0
12269,CC1(C)C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc31)P(=O)(c1ccccc1)c1ccccc12,Cc1ccccc1,418.0,511.0
12270,CC1(C)C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc31)P(=O)(c1ccccc1)c1ccccc12,CC#N,412.0,580.0
12271,CC1(C)C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc31)P(=O)(c1ccccc1)c1ccccc12,CO,424.0,598.0
12272,O=P1(c2ccccc2)C2=C(c3ccccc31)[Si](c1ccccc1)(c1ccccc1)c1cc(N(c3ccccc3)c3ccccc3)ccc12,Cc1ccccc1,459.0,558.0
12273,O=P1(c2ccccc2)C2=C(c3ccccc31)[Si](c1ccccc1)(c1ccccc1)c1cc(N(c3ccccc3)c3ccccc3)ccc12,CC#N,456.0,629.0
12274,O=P1(c2ccccc2)C2=C(c3ccccc31)[Si](c1ccccc1)(c1ccccc1)c1cc(N(c3ccccc3)c3ccccc3)ccc12,CO,466.0,640.0
12275,C[Si]1(C)C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc31)P(=O)(c1ccccc1)c1ccccc12,Cc1ccccc1,446.0,544.0
12276,C[Si]1(C)C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc31)P(=O)(c1ccccc1)c1ccccc12,CC#N,440.0,611.0
12277,C[Si]1(C)C2=C(c3ccc(N(c4ccccc4)c4ccccc4)cc31)P(=O)(c1ccccc1)c1ccccc12,CO,452.0,624.0
12278,CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)ncn3)ccc21,C1CCOC1,360.0,395.0
12279,CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(SC)n3)ccc21,C1CCOC1,371.0,394.0
12280,CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(OC)n3)ccc21,C1CCOC1,366.0,388.0
12281,CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(N4CCCCC4)n3)ccc21,C1CCOC1,367.0,408.0
12282,CCn1c2ccccc2c2cc(-c3cc(-c4ccc5c(c4)c4ccccc4n5CC)nc(S(C)(=O)=O)n3)ccc21,C1CCOC1,381.0,426.0
